cursor_ 1,cursor_ 2,cursor_ 3,cursor_ 4,cursor_ 5,cursor_ 6,cursor_ 7,cursor_ 8,cursor_ 9,cursor_10,cursor_11,cursor_12,cursor_13,cursor_14,cursor_15,cursor_16,cursor_17,cursor_18,cursor_19,cursor_20,cursor_21,cursor_22,cursor_23,cursor_24,cursor_25,cursor_26,cursor_27,cursor_28,cursor_29,cursor_30,colour_ 1,colour_ 2,colour_ 3,colour_ 4,colour_ 5,colour_ 6,colour_ 7,colour_ 8,colour_ 9,colour_10,colour_11,colour_12,colour_13,colour_14,colour_15,colour_16,colour_17,colour_18,colour_19,colour_20,colour_21,colour_22,colour_23,colour_24,colour_25,colour_26,colour_27,colour_28,colour_29,colour_30,target_ 1,target_ 2,target_ 3,target_ 4,target_ 5,target_ 6,target_ 7,target_ 8,target_ 9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30
-0.00481432743845685,-0.0190165933819046,-0.00962865487691371,-0.00962865487691371,0,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00481432743845685,-0.0190165933819046,-0.00962865487691371,-0.00962865487691371,0.00457361106653404,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,0,0.00938793850499089,0.00938793850499089,0,-0.00962865487691371,-0.00962865487691371,0.00938793850499089,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744,0.00225180975137744
-0.00481432743845685,-0.0142022659434477,-0.00962865487691371,-0.00962865487691371,0.00457361106653404,0.00938793850499089,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,0,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00962865487691371,-0.00962865487691371,0.0235902044484386,-0.00481432743845685,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802,0.00897575363399802
-0.00481432743845685,-0.0142022659434477,-0.00962865487691371,-0.00481432743845685,0.00457361106653404,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00962865487691371,-0.00962865487691371,0.0281638155149724,-0.00962865487691371,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644,0.0200778792755644
-0.00481432743845685,-0.0190165933819046,-0.00962865487691371,-0.00481432743845685,0.00457361106653404,0.00938793850499089,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00962865487691371,-0.00962865487691371,0.0423660814584201,-0.00962865487691371,-0.00962865487691371,-0.00481432743845685,-0.00962865487691371,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581,0.0354032698620581
0,-0.0142022659434477,-0.00962865487691371,-0.00962865487691371,0.00457361106653404,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00962865487691371,-0.00962865487691371,0.0611419584684019,-0.00962865487691371,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292,0.0547385196667292
-0.00481432743845685,-0.0190165933819046,-0.00962865487691371,-0.00962865487691371,0,0.00938793850499089,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.0753442244118497,-0.00481432743845685,-0.00481432743845685,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981,0.0778151399880981
-0.00481432743845685,-0.0142022659434477,-0.00962865487691371,-0.00962865487691371,0.00457361106653404,0.00938793850499089,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00962865487691371,-0.00962865487691371,0.0847321629168405,-0.00962865487691371,-0.00962865487691371,-0.00481432743845685,-0.00962865487691371,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874,0.104313836987874
-0.00481432743845685,-0.0142022659434477,-0.00962865487691371,-0.00962865487691371,0.00457361106653404,0.00938793850499089,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0,-0.00962865487691371,-0.0142022659434477,0.0847321629168405,-0.00481432743845685,-0.00962865487691371,-0.00481432743845685,-0.00962865487691371,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726,0.133869588023726
-0.00481432743845685,-0.0142022659434477,-0.00962865487691371,-0.00481432743845685,0.00457361106653404,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,0.00938793850499089,0.00938793850499089,0.00457361106653404,-0.00481432743845685,-0.00962865487691371,0.0895464903552974,-0.00962865487691371,-0.00962865487691371,-0.00481432743845685,-0.00481432743845685,-0.00962865487691371,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0.00938793850499089,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031,0.166077429495031
